AGE,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,BEHAVIOR,COUNT,POPULATION,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,PERCENT POPULATION AFFECTED
0-19,0,0.1,0,Benign/Borderline,20,41924375,Male,"Glioma malignant, NOS",2017,0,0.1,0,
0-19,0.6,0.8,0.7,Malignant,302,41924375,Male,"Glioma malignant, NOS",2017,0.6,0.8,0.7,
0-19,0,0.1,0,Benign/Borderline,17,41889233,Male,Hemangioblastoma,2004,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,16,42158997,Male,Hemangioblastoma,2006,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,20,42367071,Male,Hemangioblastoma,2007,0,0.1,0,
0-19,0,0.1,0.1,Benign/Borderline,24,42367731,Male,Hemangioblastoma,2011,0,0.1,0.1,
0-19,0,0.1,0,Benign/Borderline,21,42177631,Male,Hemangioblastoma,2012,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,17,42037054,Male,Hemangioblastoma,2013,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,92,209799727,Male,Hemangioblastoma,2013-2017,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,20,41956389,Male,Hemangioblastoma,2014,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,16,41936220,Male,Hemangioblastoma,2015,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,18,41945689,Male,Hemangioblastoma,2016,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,21,41924375,Male,Hemangioblastoma,2017,0,0.1,0.1,
0-19,0,0.1,0.1,Benign/Borderline,30,41889233,Male,Hemangioma,2004,0,0.1,0.1,
0-19,0,0.1,0,Benign/Borderline,19,42006384,Male,Hemangioma,2005,0,0.1,0,
0-19,0.1,0.1,0.1,Benign/Borderline,36,42158997,Male,Hemangioma,2006,0.1,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,52,42367071,Male,Hemangioma,2007,0.1,0.2,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,44,42541971,Male,Hemangioma,2008,0.1,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,60,42609915,Male,Hemangioma,2009,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,53,42549101,Male,Hemangioma,2010,0.1,0.2,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,67,42367731,Male,Hemangioma,2011,0.1,0.2,0.2,
0-19,0.1,0.2,0.2,Benign/Borderline,65,42177631,Male,Hemangioma,2012,0.1,0.2,0.2,
0-19,0.1,0.2,0.1,Benign/Borderline,57,42037054,Male,Hemangioma,2013,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,304,209799727,Male,Hemangioma,2013-2017,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,58,41956389,Male,Hemangioma,2014,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,53,41936220,Male,Hemangioma,2015,0.1,0.2,0.1,
0-19,0.2,0.2,0.2,Benign/Borderline,81,41945689,Male,Hemangioma,2016,0.2,0.2,0.2,
0-19,0.1,0.2,0.1,Benign/Borderline,55,41924375,Male,Hemangioma,2017,0.1,0.2,0.1,
0-19,0,0,0,Malignant,47,209799727,Male,Lymphomas and Hematopoietic Neoplasms,2013-2017,0,0,0,
0-19,0.1,0.1,0.1,Benign/Borderline,45,41889233,Male,Meningioma,2004,0.1,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,53,42006384,Male,Meningioma,2005,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,50,42158997,Male,Meningioma,2006,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,53,42367071,Male,Meningioma,2007,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,55,42541971,Male,Meningioma,2008,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,61,42609915,Male,Meningioma,2009,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,53,42549101,Male,Meningioma,2010,0.1,0.2,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,66,42367731,Male,Meningioma,2011,0.1,0.2,0.2,
0-19,0.1,0.2,0.1,Benign/Borderline,63,42177631,Male,Meningioma,2012,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,54,42037054,Male,Meningioma,2013,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,287,209799727,Male,Meningioma,2013-2017,0.1,0.2,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,61,41956389,Male,Meningioma,2014,0.1,0.2,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,71,41936220,Male,Meningioma,2015,0.1,0.2,0.2,
0-19,0.1,0.1,0.1,Benign/Borderline,42,41945689,Male,Meningioma,2016,0.1,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,59,41924375,Male,Meningioma,2017,0.1,0.2,0.1,
0-19,0,0.1,0,Malignant,16,42367071,Male,Mixed glioma,2007,0,0.1,0,
0-19,0,0.1,0,Malignant,18,42549101,Male,Mixed glioma,2010,0,0.1,0,
0-19,0,0,0,Malignant,32,209799727,Male,Mixed glioma,2013-2017,0,0,0,
0-19,0.1,0.1,0.1,Benign/Borderline,31,41889233,Male,"Neoplasm, unspecified",2004,0.1,0.1,0.1,
0-19,0,0.1,0,Malignant,16,41889233,Male,"Neoplasm, unspecified",2004,0,0.1,0,
0-19,0.1,0.2,0.1,Benign/Borderline,57,42006384,Male,"Neoplasm, unspecified",2005,0.1,0.2,0.1,
0-19,0,0.1,0,Malignant,19,42006384,Male,"Neoplasm, unspecified",2005,0,0.1,0,
0-19,0.1,0.2,0.1,Benign/Borderline,53,42158997,Male,"Neoplasm, unspecified",2006,0.1,0.2,0.1,
0-19,0,0.1,0.1,Malignant,24,42158997,Male,"Neoplasm, unspecified",2006,0,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,64,42367071,Male,"Neoplasm, unspecified",2007,0.1,0.2,0.2,
0-19,0,0.1,0.1,Malignant,22,42367071,Male,"Neoplasm, unspecified",2007,0,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,48,42541971,Male,"Neoplasm, unspecified",2008,0.1,0.1,0.1,
0-19,0,0.1,0,Malignant,18,42541971,Male,"Neoplasm, unspecified",2008,0,0.1,0,
0-19,0.2,0.3,0.2,Benign/Borderline,87,42609915,Male,"Neoplasm, unspecified",2009,0.2,0.3,0.2,
0-19,0,0.1,0.1,Malignant,23,42609915,Male,"Neoplasm, unspecified",2009,0,0.1,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,79,42549101,Male,"Neoplasm, unspecified",2010,0.1,0.2,0.2,
0-19,0,0.1,0,Malignant,17,42549101,Male,"Neoplasm, unspecified",2010,0,0.1,0,
0-19,0.1,0.2,0.2,Benign/Borderline,70,42367731,Male,"Neoplasm, unspecified",2011,0.1,0.2,0.2,
0-19,0.1,0.2,0.1,Benign/Borderline,59,42177631,Male,"Neoplasm, unspecified",2012,0.1,0.2,0.1,
0-19,0,0.1,0.1,Malignant,29,42177631,Male,"Neoplasm, unspecified",2012,0,0.1,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,67,42037054,Male,"Neoplasm, unspecified",2013,0.1,0.2,0.2,
0-19,0,0.1,0,Malignant,17,42037054,Male,"Neoplasm, unspecified",2013,0,0.1,0,
0-19,0.1,0.2,0.2,Benign/Borderline,328,209799727,Male,"Neoplasm, unspecified",2013-2017,0.1,0.2,0.2,
0-19,0,0.1,0.1,Malignant,113,209799727,Male,"Neoplasm, unspecified",2013-2017,0,0.1,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,70,41956389,Male,"Neoplasm, unspecified",2014,0.1,0.2,0.2,
0-19,0,0.1,0.1,Malignant,25,41956389,Male,"Neoplasm, unspecified",2014,0,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,59,41936220,Male,"Neoplasm, unspecified",2015,0.1,0.2,0.1,
0-19,0,0.1,0,Malignant,20,41936220,Male,"Neoplasm, unspecified",2015,0,0.1,0,
0-19,0.1,0.2,0.2,Benign/Borderline,67,41945689,Male,"Neoplasm, unspecified",2016,0.1,0.2,0.2,
0-19,0,0.1,0.1,Malignant,22,41945689,Male,"Neoplasm, unspecified",2016,0,0.1,0.1,
0-19,0.1,0.2,0.2,Benign/Borderline,65,41924375,Male,"Neoplasm, unspecified",2017,0.1,0.2,0.2,
0-19,0,0.1,0.1,Malignant,29,41924375,Male,"Neoplasm, unspecified",2017,0,0.1,0.1,
0-19,0.3,0.4,0.3,Benign/Borderline,127,41889233,Male,"Nerve sheath, benign and malignant",2004,0.3,0.4,0.3,
0-19,0.2,0.4,0.3,Benign/Borderline,124,42006384,Male,"Nerve sheath, benign and malignant",2005,0.2,0.4,0.3,
0-19,0.3,0.5,0.4,Benign/Borderline,172,42158997,Male,"Nerve sheath, benign and malignant",2006,0.3,0.5,0.4,
0-19,0.3,0.4,0.4,Benign/Borderline,162,42367071,Male,"Nerve sheath, benign and malignant",2007,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,148,42541971,Male,"Nerve sheath, benign and malignant",2008,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,156,42609915,Male,"Nerve sheath, benign and malignant",2009,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,140,42549101,Male,"Nerve sheath, benign and malignant",2010,0.3,0.4,0.3,
0-19,0.3,0.4,0.3,Benign/Borderline,148,42367731,Male,"Nerve sheath, benign and malignant",2011,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,155,42177631,Male,"Nerve sheath, benign and malignant",2012,0.3,0.4,0.4,
0-19,0.3,0.4,0.4,Benign/Borderline,154,42037054,Male,"Nerve sheath, benign and malignant",2013,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,722,209799727,Male,"Nerve sheath, benign and malignant",2013-2017,0.3,0.4,0.3,
0-19,0.3,0.4,0.3,Benign/Borderline,146,41956389,Male,"Nerve sheath, benign and malignant",2014,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,148,41936220,Male,"Nerve sheath, benign and malignant",2015,0.3,0.4,0.4,
0-19,0.3,0.5,0.4,Benign/Borderline,171,41945689,Male,"Nerve sheath, benign and malignant",2016,0.3,0.5,0.4,
0-19,0.2,0.3,0.2,Benign/Borderline,103,41924375,Male,"Nerve sheath, benign and malignant",2017,0.2,0.3,0.2,
0-19,0,0,0,Malignant,16,209799727,Male,Neuroepithelial,2013-2017,0,0,0,
0-19,0.3,0.4,0.4,Benign/Borderline,150,41889233,Male,"Neuronal/glial, neuronal",2004,0.3,0.4,0.4,
0-19,0,0.1,0.1,Malignant,29,41889233,Male,"Neuronal/glial, neuronal",2004,0,0.1,0.1,
0-19,0.3,0.4,0.4,Benign/Borderline,159,42006384,Male,"Neuronal/glial, neuronal",2005,0.3,0.4,0.4,
0-19,0,0.1,0.1,Malignant,30,42006384,Male,"Neuronal/glial, neuronal",2005,0,0.1,0.1,
0-19,0.3,0.4,0.4,Benign/Borderline,158,42158997,Male,"Neuronal/glial, neuronal",2006,0.3,0.4,0.4,
0-19,0,0.1,0.1,Malignant,28,42158997,Male,"Neuronal/glial, neuronal",2006,0,0.1,0.1,
0-19,0.4,0.5,0.4,Benign/Borderline,174,42367071,Male,"Neuronal/glial, neuronal",2007,0.4,0.5,0.4,
0-19,0,0.1,0.1,Malignant,30,42367071,Male,"Neuronal/glial, neuronal",2007,0,0.1,0.1,
0-19,0.4,0.5,0.4,Benign/Borderline,177,42541971,Male,"Neuronal/glial, neuronal",2008,0.4,0.5,0.4,
0-19,0,0.1,0.1,Malignant,28,42541971,Male,"Neuronal/glial, neuronal",2008,0,0.1,0.1,
0-19,0.3,0.4,0.4,Benign/Borderline,160,42609915,Male,"Neuronal/glial, neuronal",2009,0.3,0.4,0.4,
0-19,0,0.1,0,Malignant,18,42609915,Male,"Neuronal/glial, neuronal",2009,0,0.1,0,
0-19,0.3,0.5,0.4,Benign/Borderline,173,42549101,Male,"Neuronal/glial, neuronal",2010,0.3,0.5,0.4,
0-19,0.4,0.5,0.4,Benign/Borderline,188,42367731,Male,"Neuronal/glial, neuronal",2011,0.4,0.5,0.4,
0-19,0,0.1,0,Malignant,20,42367731,Male,"Neuronal/glial, neuronal",2011,0,0.1,0,
0-19,0.4,0.6,0.5,Benign/Borderline,207,42177631,Male,"Neuronal/glial, neuronal",2012,0.4,0.6,0.5,
0-19,0,0.1,0,Malignant,19,42177631,Male,"Neuronal/glial, neuronal",2012,0,0.1,0,
0-19,0.4,0.5,0.5,Benign/Borderline,191,42037054,Male,"Neuronal/glial, neuronal",2013,0.4,0.5,0.5,
0-19,0,0.1,0.1,Malignant,23,42037054,Male,"Neuronal/glial, neuronal",2013,0,0.1,0.1,
0-19,0.5,0.5,0.5,Benign/Borderline,1021,209799727,Male,"Neuronal/glial, neuronal",2013-2017,0.5,0.5,0.5,
0-19,0,0.1,0.1,Malignant,120,209799727,Male,"Neuronal/glial, neuronal",2013-2017,0,0.1,0.1,
0-19,0.3,0.5,0.4,Benign/Borderline,171,41956389,Male,"Neuronal/glial, neuronal",2014,0.3,0.5,0.4,
0-19,0.1,0.1,0.1,Malignant,31,41956389,Male,"Neuronal/glial, neuronal",2014,0.1,0.1,0.1,
0-19,0.4,0.6,0.5,Benign/Borderline,213,41936220,Male,"Neuronal/glial, neuronal",2015,0.4,0.6,0.5,
0-19,0,0.1,0.1,Malignant,25,41936220,Male,"Neuronal/glial, neuronal",2015,0,0.1,0.1,
0-19,0.5,0.6,0.5,Benign/Borderline,226,41945689,Male,"Neuronal/glial, neuronal",2016,0.5,0.6,0.5,
0-19,0,0.1,0.1,Malignant,25,41945689,Male,"Neuronal/glial, neuronal",2016,0,0.1,0.1,
0-19,0.5,0.6,0.5,Benign/Borderline,220,41924375,Male,"Neuronal/glial, neuronal",2017,0.5,0.6,0.5,
0-19,0,0.1,0,Malignant,16,41924375,Male,"Neuronal/glial, neuronal",2017,0,0.1,0,
0-19,0.1,0.1,0.1,Malignant,38,41889233,Male,Oligodendroglioma,2004,0.1,0.1,0.1,
0-19,0,0.1,0.1,Malignant,29,42006384,Male,Oligodendroglioma,2005,0,0.1,0.1,
0-19,0,0.1,0.1,Malignant,27,42158997,Male,Oligodendroglioma,2006,0,0.1,0.1,
0-19,0,0.1,0.1,Malignant,23,42367071,Male,Oligodendroglioma,2007,0,0.1,0.1,
0-19,0.1,0.1,0.1,Malignant,32,42541971,Male,Oligodendroglioma,2008,0.1,0.1,0.1,
0-19,0,0.1,0.1,Malignant,26,42609915,Male,Oligodendroglioma,2009,0,0.1,0.1,
0-19,0,0.1,0,Malignant,21,42549101,Male,Oligodendroglioma,2010,0,0.1,0,
0-19,0,0.1,0,Malignant,17,42367731,Male,Oligodendroglioma,2011,0,0.1,0,
0-19,0,0.1,0.1,Malignant,26,42177631,Male,Oligodendroglioma,2012,0,0.1,0.1,
0-19,0,0.1,0,Malignant,19,42037054,Male,Oligodendroglioma,2013,0,0.1,0,
0-19,0,0.1,0,Malignant,87,209799727,Male,Oligodendroglioma,2013-2017,0,0.1,0,
0-19,0,0.1,0,Malignant,18,41956389,Male,Oligodendroglioma,2014,0,0.1,0,
0-19,0,0.1,0,Malignant,18,41936220,Male,Oligodendroglioma,2015,0,0.1,0,
0-19,0,0.1,0,Malignant,17,41945689,Male,Oligodendroglioma,2016,0,0.1,0,
0-19,0,0.1,0.1,Benign/Borderline,22,42006384,Male,Other mesenchymal,2005,0,0.1,0.1,
0-19,0,0.1,0,Benign/Borderline,17,42158997,Male,Other mesenchymal,2006,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,20,42541971,Male,Other mesenchymal,2008,0,0.1,0,
0-19,0,0.1,0,Benign/Borderline,20,42609915,Male,Other mesenchymal,2009,0,0.1,0,
0-19,0,0.1,0.1,Benign/Borderline,26,42549101,Male,Other mesenchymal,2010,0,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,34,42367731,Male,Other mesenchymal,2011,0.1,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,45,42177631,Male,Other mesenchymal,2012,0.1,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,34,42037054,Male,Other mesenchymal,2013,0.1,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,195,209799727,Male,Other mesenchymal,2013-2017,0.1,0.1,0.1,
0-19,0,0,0,Malignant,39,209799727,Male,Other mesenchymal,2013-2017,0,0,0,
0-19,0.1,0.1,0.1,Benign/Borderline,33,41956389,Male,Other mesenchymal,2014,0.1,0.1,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,35,41936220,Male,Other mesenchymal,2015,0.1,0.1,0.1,
0-19,0.1,0.2,0.1,Benign/Borderline,48,41945689,Male,Other mesenchymal,2016,0.1,0.2,0.1,
0-19,0.1,0.1,0.1,Benign/Borderline,45,41924375,Male,Other mesenchymal,2017,0.1,0.1,0.1,
0-19,0.8,1,0.9,Malignant,372,41889233,Male,Pilocytic astrocytoma,2004,0.8,1,0.9,
0-19,0.8,0.9,0.8,Malignant,352,42006384,Male,Pilocytic astrocytoma,2005,0.8,0.9,0.8,
0-19,0.8,0.9,0.9,Malignant,359,42158997,Male,Pilocytic astrocytoma,2006,0.8,0.9,0.9,
0-19,0.7,0.9,0.8,Malignant,348,42367071,Male,Pilocytic astrocytoma,2007,0.7,0.9,0.8,
0-19,0.8,1,0.9,Malignant,394,42541971,Male,Pilocytic astrocytoma,2008,0.8,1,0.9,
0-19,0.8,1,0.9,Malignant,366,42609915,Male,Pilocytic astrocytoma,2009,0.8,1,0.9,
0-19,0.8,1,0.9,Malignant,377,42549101,Male,Pilocytic astrocytoma,2010,0.8,1,0.9,
0-19,0.9,1,0.9,Malignant,397,42367731,Male,Pilocytic astrocytoma,2011,0.8,1,0.9,
0-19,0.9,1.1,1,Malignant,422,42177631,Male,Pilocytic astrocytoma,2012,0.9,1.1,1,
0-19,0.9,1.1,1,Malignant,431,42037054,Male,Pilocytic astrocytoma,2013,0.9,1.1,1,
0-19,0.9,1,0.9,Malignant,1982,209799727,Male,Pilocytic astrocytoma,2013-2017,0.9,1,0.9,
0-19,0.8,1,0.9,Malignant,378,41956389,Male,Pilocytic astrocytoma,2014,0.8,1,0.9,
0-19,0.8,1,0.9,Malignant,378,41936220,Male,Pilocytic astrocytoma,2015,0.8,1,0.9,
0-19,0.8,1,0.9,Malignant,372,41945689,Male,Pilocytic astrocytoma,2016,0.8,1,0.9,
0-19,0.9,1.1,1,Malignant,423,41924375,Male,Pilocytic astrocytoma,2017,0.9,1.1,1,
0-19,0,0.1,0,Malignant,19,41889233,Male,Pineal parenchymal,2004,0,0.1,0,
0-19,0,0.1,0,Malignant,17,42367071,Male,Pineal parenchymal,2007,0,0.1,0,
0-19,0,0.1,0,Malignant,16,42541971,Male,Pineal parenchymal,2008,0,0.1,0,
0-19,0,0.1,0,Malignant,20,42367731,Male,Pineal parenchymal,2011,0,0.1,0,
0-19,0,0.1,0,Malignant,20,42177631,Male,Pineal parenchymal,2012,0,0.1,0,
0-19,0,0.1,0,Malignant,93,209799727,Male,Pineal parenchymal,2013-2017,0,0.1,0,
0-19,0,0.1,0.1,Malignant,23,41956389,Male,Pineal parenchymal,2014,0,0.1,0.1,
0-19,0,0.1,0,Malignant,19,41936220,Male,Pineal parenchymal,2015,0,0.1,0,
0-19,0,0.1,0.1,Malignant,25,41945689,Male,Pineal parenchymal,2016,0,0.1,0.1,
0-19,0.2,0.2,0.2,Benign/Borderline,85,41889233,Male,Pituitary,2004,0.2,0.3,0.2,
0-19,0.2,0.3,0.3,Benign/Borderline,121,42006384,Male,Pituitary,2005,0.2,0.3,0.3,
0-19,0.2,0.3,0.2,Benign/Borderline,95,42158997,Male,Pituitary,2006,0.2,0.3,0.2,
0-19,0.2,0.3,0.3,Benign/Borderline,115,42367071,Male,Pituitary,2007,0.2,0.3,0.3,
0-19,0.3,0.4,0.3,Benign/Borderline,132,42541971,Male,Pituitary,2008,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,157,42609915,Male,Pituitary,2009,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,139,42549101,Male,Pituitary,2010,0.3,0.4,0.3,
0-19,0.3,0.4,0.3,Benign/Borderline,148,42367731,Male,Pituitary,2011,0.3,0.4,0.3,
0-19,0.3,0.5,0.4,Benign/Borderline,173,42177631,Male,Pituitary,2012,0.4,0.5,0.4,
0-19,0.3,0.5,0.4,Benign/Borderline,172,42037054,Male,Pituitary,2013,0.4,0.5,0.4,
0-19,0.4,0.5,0.4,Benign/Borderline,919,209799727,Male,Pituitary,2013-2017,0.4,0.5,0.4,
0-19,0.4,0.5,0.5,Benign/Borderline,194,41956389,Male,Pituitary,2014,0.4,0.5,0.5,
0-19,0.3,0.4,0.4,Benign/Borderline,161,41936220,Male,Pituitary,2015,0.3,0.4,0.4,
0-19,0.4,0.5,0.4,Benign/Borderline,187,41945689,Male,Pituitary,2016,0.4,0.5,0.4,
0-19,0.4,0.6,0.5,Benign/Borderline,205,41924375,Male,Pituitary,2017,0.4,0.6,0.5,
0-19,0.3,0.4,0.3,Benign/Borderline,127,41889233,Male,Tumors of Cranial and Spinal Nerves,2004,0.3,0.4,0.3,
0-19,0.2,0.4,0.3,Benign/Borderline,124,42006384,Male,Tumors of Cranial and Spinal Nerves,2005,0.2,0.4,0.3,
0-19,0.3,0.5,0.4,Benign/Borderline,172,42158997,Male,Tumors of Cranial and Spinal Nerves,2006,0.3,0.5,0.4,
0-19,0.3,0.4,0.4,Benign/Borderline,162,42367071,Male,Tumors of Cranial and Spinal Nerves,2007,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,148,42541971,Male,Tumors of Cranial and Spinal Nerves,2008,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,156,42609915,Male,Tumors of Cranial and Spinal Nerves,2009,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,140,42549101,Male,Tumors of Cranial and Spinal Nerves,2010,0.3,0.4,0.3,
0-19,0.3,0.4,0.3,Benign/Borderline,148,42367731,Male,Tumors of Cranial and Spinal Nerves,2011,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,155,42177631,Male,Tumors of Cranial and Spinal Nerves,2012,0.3,0.4,0.4,
0-19,0.3,0.4,0.4,Benign/Borderline,155,42037054,Male,Tumors of Cranial and Spinal Nerves,2013,0.3,0.4,0.4,
0-19,0.3,0.4,0.3,Benign/Borderline,725,209799727,Male,Tumors of Cranial and Spinal Nerves,2013-2017,0.3,0.4,0.3,
0-19,0.3,0.4,0.4,Benign/Borderline,148,41956389,Male,Tumors of Cranial and Spinal Nerves,2014,0.3,0.4,0.4,
0-19,0.3,0.4,0.4,Benign/Borderline,148,41936220,Male,Tumors of Cranial and Spinal Nerves,2015,0.3,0.4,0.4,
0-19,0.3,0.5,0.4,Benign/Borderline,171,41945689,Male,Tumors of Cranial and Spinal Nerves,2016,0.3,0.5,0.4,
0-19,0.2,0.3,0.2,Benign/Borderline,103,41924375,Male,Tumors of Cranial and Spinal Nerves,2017,0.2,0.3,0.2,
0-19,0.5,0.6,0.6,Benign/Borderline,232,41889233,Male,Tumors of Neuroepthelial Tissue,2004,0.5,0.6,0.6,
0-19,3.1,3.5,3.3,Malignant,1364,41889233,Male,Tumors of Neuroepthelial Tissue,2004,3.1,3.4,3.3,
0-19,0.5,0.7,0.6,Benign/Borderline,262,42006384,Male,Tumors of Neuroepthelial Tissue,2005,0.6,0.7,0.6,
0-19,2.9,3.3,3.1,Malignant,1297,42006384,Male,Tumors of Neuroepthelial Tissue,2005,2.9,3.3,3.1,
0-19,0.5,0.7,0.6,Benign/Borderline,260,42158997,Male,Tumors of Neuroepthelial Tissue,2006,0.5,0.7,0.6,
0-19,3.1,3.4,3.2,Malignant,1362,42158997,Male,Tumors of Neuroepthelial Tissue,2006,3.1,3.4,3.2,
0-19,0.6,0.7,0.6,Benign/Borderline,269,42367071,Male,Tumors of Neuroepthelial Tissue,2007,0.6,0.7,0.6,
0-19,3.1,3.4,3.3,Malignant,1375,42367071,Male,Tumors of Neuroepthelial Tissue,2007,3.1,3.4,3.2,
0-19,0.6,0.7,0.7,Benign/Borderline,279,42541971,Male,Tumors of Neuroepthelial Tissue,2008,0.6,0.7,0.7,
0-19,3.2,3.6,3.4,Malignant,1442,42541971,Male,Tumors of Neuroepthelial Tissue,2008,3.2,3.6,3.4,
0-19,0.6,0.7,0.6,Benign/Borderline,273,42609915,Male,Tumors of Neuroepthelial Tissue,2009,0.6,0.7,0.6,
0-19,3.2,3.5,3.3,Malignant,1411,42609915,Male,Tumors of Neuroepthelial Tissue,2009,3.1,3.5,3.3,
0-19,0.6,0.8,0.7,Benign/Borderline,284,42549101,Male,Tumors of Neuroepthelial Tissue,2010,0.6,0.7,0.7,
0-19,3.2,3.6,3.4,Malignant,1447,42549101,Male,Tumors of Neuroepthelial Tissue,2010,3.2,3.6,3.4,
0-19,0.6,0.8,0.7,Benign/Borderline,303,42367731,Male,Tumors of Neuroepthelial Tissue,2011,0.6,0.8,0.7,
0-19,3.3,3.6,3.4,Malignant,1454,42367731,Male,Tumors of Neuroepthelial Tissue,2011,3.3,3.6,3.4,
0-19,0.7,0.9,0.8,Benign/Borderline,322,42177631,Male,Tumors of Neuroepthelial Tissue,2012,0.7,0.9,0.8,
0-19,3.3,3.6,3.4,Malignant,1445,42177631,Male,Tumors of Neuroepthelial Tissue,2012,3.3,3.6,3.4,
0-19,0.6,0.8,0.7,Benign/Borderline,305,42037054,Male,Tumors of Neuroepthelial Tissue,2013,0.6,0.8,0.7,
0-19,3.2,3.6,3.4,Malignant,1432,42037054,Male,Tumors of Neuroepthelial Tissue,2013,3.2,3.6,3.4,
0-19,0.7,0.8,0.8,Benign/Borderline,1577,209799727,Male,Tumors of Neuroepthelial Tissue,2013-2017,0.7,0.8,0.8,
0-19,3.3,3.5,3.4,Malignant,7074,209799727,Male,Tumors of Neuroepthelial Tissue,2013-2017,3.3,3.5,3.4,
0-19,0.6,0.8,0.7,Benign/Borderline,282,41956389,Male,Tumors of Neuroepthelial Tissue,2014,0.6,0.8,0.7,
0-19,3.2,3.5,3.4,Malignant,1410,41956389,Male,Tumors of Neuroepthelial Tissue,2014,3.2,3.5,3.4,
0-19,0.7,0.8,0.8,Benign/Borderline,317,41936220,Male,Tumors of Neuroepthelial Tissue,2015,0.7,0.8,0.8,
0-19,3.3,3.6,3.4,Malignant,1438,41936220,Male,Tumors of Neuroepthelial Tissue,2015,3.3,3.6,3.4,
0-19,0.8,0.9,0.8,Benign/Borderline,352,41945689,Male,Tumors of Neuroepthelial Tissue,2016,0.8,0.9,0.8,
0-19,3.1,3.5,3.3,Malignant,1379,41945689,Male,Tumors of Neuroepthelial Tissue,2016,3.1,3.5,3.3,
0-19,0.7,0.9,0.8,Benign/Borderline,321,41924375,Male,Tumors of Neuroepthelial Tissue,2017,0.7,0.9,0.8,
0-19,3.2,3.6,3.4,Malignant,1415,41924375,Male,Tumors of Neuroepthelial Tissue,2017,3.2,3.6,3.4,
0-19,0.3,0.5,0.4,Benign/Borderline,170,41889233,Male,Tumors of Sellar Region,2004,0.3,0.5,0.4,
